,SEASON_ID,TEAM_SELECTED,OPPONENT,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,MATCHUP_A,PER_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,SEASON_B_PCT,H/A_B,ELO_B,STREAK_B,MATCHUP_B,PER_B,WINNER
0,22008,HOU,OKC,91.5,88.9,0.4194,0.3769,0.8219,42.2,13.3,3.0,0.6,0.5,1520.4551877576557,1,1.0,13.204186465469075,89.9,100.3,0.40790000000000004,0.2994,0.7428000000000001,45.2,16.1,4.7,0.1,0.2,1489.245766120972,-7,0.0,12.189754330996584,A
1,22008,HOU,DAL,93.3,90.7,0.4332,0.3581,0.8317,42.6,13.7,3.2,0.6363636363636364,0.75,1530.2358768782203,2,1.0,13.660880686630934,98.5,98.0,0.4368,0.2963,0.8009000000000001,48.2,14.4,5.2,0.36363636363636365,0.5714285714285714,1490.039018248428,2,0.0,18.377630757555448,B
2,22008,HOU,SAS,92.8,91.2,0.43290000000000006,0.34029999999999994,0.7878999999999999,44.3,14.4,3.4,0.625,0.5,1539.2325419834185,-1,0.0,12.666802628025764,92.4,86.0,0.46180000000000004,0.409,0.7542,39.2,13.4,3.8,0.6,0.6666666666666666,1505.1241232688985,4,1.0,18.897404677945847,A
3,22008,HOU,LAC,94.9,90.7,0.4387,0.35,0.8166,43.4,13.9,3.5,0.6111111111111112,0.5714285714285714,1540.632662828137,-1,1.0,16.985078210054965,96.2,100.0,0.4422,0.3096,0.7688,39.8,14.1,7.0,0.17647058823529413,0.16666666666666666,1490.9484913196231,-1,0.0,15.029860163438626,A
4,22008,HOU,MEM,101.7,95.6,0.4427999999999999,0.37540000000000007,0.8150000000000001,44.5,13.8,3.9,0.65,0.6,1560.7307008272053,2,1.0,13.857437208169213,93.6,101.1,0.4827,0.35269999999999996,0.7302,36.1,15.0,2.6,0.25,0.4444444444444444,1488.988634836014,-1,0.0,13.066299232973135,B
5,22008,HOU,GSW,102.0,96.4,0.4468,0.4171,0.7949,44.7,14.2,4.3,0.6363636363636364,0.6,1553.4807959983525,1,1.0,16.1323368112777,107.4,116.4,0.46160000000000007,0.3162999999999999,0.7608,40.7,14.6,7.4,0.3181818181818182,0.4444444444444444,1486.8438908248663,2,0.0,14.429558605130964,A
6,22008,HOU,LAC,103.6,98.1,0.4454999999999999,0.4213,0.8190000000000002,45.5,14.5,4.2,0.6521739130434783,0.6,1561.9540372332258,2,1.0,17.70509469330222,97.4,100.0,0.44749999999999995,0.3356,0.7418,41.7,13.7,6.8,0.22727272727272727,0.2,1484.0065624956885,1,0.0,17.028117936441625,B
7,22008,HOU,DEN,101.8,98.1,0.43290000000000006,0.40619999999999995,0.8257,45.7,14.3,4.0,0.625,0.7,1546.0028599920415,-1,0.0,16.324068583710783,109.5,98.5,0.4943999999999999,0.4151999999999999,0.7472999999999999,41.9,15.2,8.6,0.7083333333333334,0.7,1512.4821407866896,4,1.0,19.46871453374258,A
8,22008,HOU,NOH,104.9,99.2,0.4808,0.42750000000000005,0.8062999999999999,42.2,14.7,5.0,0.6551724137931034,0.6,1572.264976206959,-1,1.0,18.30156715714698,93.1,89.7,0.4351,0.38660000000000005,0.8136999999999999,41.2,13.4,5.6,0.64,0.7,1490.6605367464006,-2,0.0,16.991609680308944,B
9,22008,HOU,WAS,102.0,97.4,0.45870000000000005,0.3918999999999999,0.8100000000000002,44.0,14.6,4.7,0.6451612903225806,0.8,1565.0288618387806,1,1.0,16.36385212395019,91.0,100.0,0.4168,0.30870000000000003,0.7429999999999999,39.9,14.4,4.0,0.17857142857142858,0.1,1489.1342876779481,1,0.0,9.85763790088192,B
