,SEASON_ID,TEAM_A,TEAM_B,PTS_A,PTS_CON_A,FT_PCT_A,FG_PCT_A,FG3_PCT_A,ELO_A,PER_A,HA_PTS_A,HA_PTS_CON_A,SEASON_PTS_A,PTS_B,PTS_CON_B,FT_PCT_B,FG_PCT_B,FG3_PCT_B,ELO_B,PER_B,HA_PTS_B,HA_PTS_CON_B,SEASON_PTS_B,SCORE_A,SCORE_B
0,22018,NYK,GSW,106.4,110.2,0.7628,0.4178,0.34740000000000004,1500.0,21.508939473281373,113.5,105.0,106.4,119.4,109.6,0.8552,0.5096,0.3738,1500.0,19.31772577821296,111.0,111.5,119.4,100,128
1,22018,SAC,WAS,117.2,122.0,0.6468,0.5062,0.395,1500.0,19.19157284456511,107.0,107.5,117.2,118.0,124.5,0.7945,0.43875,0.32325000000000004,1500.0,19.848406747174703,123.5,134.0,118.0,116,112
2,22018,MIL,MIN,119.5,108.5,0.7525,0.46149999999999997,0.37725000000000003,1500.0,22.640423556023517,113.0,112.0,119.5,116.2,115.6,0.8448,0.45999999999999996,0.38939999999999997,1500.0,17.529493977867222,116.0,107.0,116.2,125,95
3,22018,CHI,CHA,111.25,117.5,0.7562500000000001,0.484,0.39399999999999996,1500.0,18.343900096883516,108.5,121.0,111.25,112.2,110.4,0.7736000000000001,0.4424,0.37120000000000003,1500.0,18.807673985166204,112.0,113.0,112.2,106,135
4,22018,TOR,DAL,117.0,105.8,0.75,0.49820000000000003,0.37379999999999997,1500.0,23.094994586532554,117.0,104.0,117.0,114.75,119.25,0.7505,0.44499999999999995,0.3155,1500.0,14.342385780855732,102.0,116.0,114.75,116,107
5,22018,CHA,PHI,116.0,109.66666666666667,0.801,0.46366666666666667,0.38233333333333336,1521.3333333333333,20.895442128008494,112.25,109.75,116.0,114.0,116.8,0.7646,0.45119999999999993,0.338,1500.0,19.29111927477877,121.5,111.5,114.0,103,105
6,22018,SAS,LAL,114.75,121.75,0.79975,0.44175,0.43125,1500.0,15.161774671914289,104.0,112.0,114.75,125.6,124.4,0.7254,0.49960000000000004,0.30879999999999996,1500.0,24.069336021299375,125.0,120.5,125.6,110,106
7,22018,IND,CLE,110.2,102.0,0.6881999999999999,0.49539999999999995,0.44480000000000003,1500.0,15.229451745043153,102.66666666666667,105.0,110.2,105.4,118.4,0.8107999999999999,0.43839999999999996,0.3172,1500.0,15.009628275948979,98.5,117.5,105.4,119,107
8,22018,BOS,DET,100.0,97.8,0.7534,0.40599999999999997,0.32299999999999995,1500.0,13.28858580931475,101.66666666666667,103.0,100.0,116.0,112.75,0.73425,0.457,0.36425,1500.0,17.782082141556902,115.33333333333333,111.66666666666667,116.0,109,89
9,22018,ORL,MIL,102.8,111.0,0.72,0.43260000000000004,0.34240000000000004,1500.0,12.992684096262845,104.0,103.0,102.8,120.6,105.8,0.7474,0.4758,0.3844,1521.8650204822688,18.42239487915216,121.66666666666667,107.33333333333333,120.6,91,113
10,22018,ATL,CHI,117.0,118.0,0.72875,0.46175,0.402,1500.0,18.1609332305073,111.0,104.0,117.0,110.2,121.0,0.7504000000000001,0.4742,0.404,1478.6666666666667,18.119623445092696,107.66666666666667,125.66666666666667,110.2,85,97
11,22018,GSW,BKN,120.83333333333333,108.0,0.8515,0.5223333333333333,0.39233333333333337,1520.7983121346053,23.71408419408172,116.66666666666667,107.66666666666667,120.83333333333333,107.2,108.6,0.732,0.4668,0.38079999999999997,1500.0,14.667323136775499,107.0,105.0,107.2,120,114
12,22018,LAC,WAS,112.6,108.0,0.8638,0.46340000000000003,0.3362,1500.0,14.614557501960372,107.0,103.66666666666667,112.6,116.8,122.8,0.7922,0.44399999999999995,0.32520000000000004,1493.6756314749289,15.625078278645956,119.66666666666667,128.0,116.8,136,104
13,22018,DAL,UTA,113.2,118.6,0.7587999999999999,0.43859999999999993,0.3324,1490.2661705297087,16.636589651676967,127.5,122.5,113.2,112.4,106.6,0.7889999999999999,0.45620000000000005,0.36039999999999994,1500.0,18.459536755483978,118.33333333333333,105.66666666666667,112.4,104,113
14,22018,OKC,PHX,101.75,112.0,0.64525,0.38925,0.24075,1500.0,12.309078786466761,107.5,116.0,101.75,104.8,118.0,0.7792,0.4718,0.3404,1500.0,14.694032598342089,96.66666666666667,119.66666666666667,104.8,117,110
15,22018,PHI,ATL,112.5,114.5,0.7759999999999999,0.44016666666666665,0.3411666666666667,1505.2172201217713,16.73247229411355,116.0,108.66666666666667,112.5,110.6,113.8,0.7482,0.43360000000000004,0.38160000000000005,1487.4357617142073,19.741986312343297,119.0,122.66666666666667,110.6,113,92
16,22018,DAL,SAS,111.66666666666667,117.66666666666667,0.7589999999999999,0.43516666666666665,0.33049999999999996,1480.8780804294236,16.314684822393037,103.66666666666667,116.0,111.66666666666667,113.8,118.6,0.7981999999999999,0.4502,0.3826,1506.3243685250711,15.204969262579548,106.0,110.0,113.8,108,113
17,22018,CHI,GSW,108.0,115.0,0.7608333333333334,0.4675,0.3973333333333333,1491.2309049524595,15.736092653303967,114.0,114.0,108.0,120.71428571428571,108.85714285714286,0.8548571428571429,0.5182857142857143,0.3838571428571429,1527.9497036437274,20.81881964041164,117.5,109.25,120.71428571428571,124,149
18,22018,BKN,NYK,108.33333333333333,110.5,0.7211666666666666,0.46950000000000003,0.39666666666666667,1492.848608490878,13.723226113256764,107.25,109.5,108.33333333333333,105.33333333333333,113.16666666666667,0.7606666666666667,0.4203333333333333,0.34500000000000003,1479.2016878653947,17.949191087357736,109.0,112.66666666666667,105.33333333333333,96,115
19,22018,SAC,MIA,117.0,120.33333333333333,0.6405000000000001,0.49900000000000005,0.3921666666666667,1506.3243685250711,18.713854623129173,124.0,131.66666666666666,117.0,111.2,105.4,0.6998,0.4358000000000001,0.3546,1500.0,17.30701153167107,114.0,103.66666666666667,111.2,123,113
20,22018,TOR,MIL,116.83333333333333,106.0,0.7666666666666666,0.49583333333333335,0.3793333333333333,1509.7338294702913,18.145676187264332,117.0,113.0,116.83333333333333,119.33333333333333,103.33333333333333,0.7749999999999999,0.47983333333333333,0.3758333333333334,1537.9925932755593,18.386438355298054,119.5,103.25,119.33333333333333,109,124
21,22018,IND,POR,111.66666666666667,102.83333333333333,0.6888333333333333,0.521,0.43483333333333335,1511.6362151830538,18.779958458948187,121.5,97.5,111.66666666666667,122.4,117.2,0.869,0.4692,0.37459999999999993,1500.0,20.72724512315702,119.5,117.0,122.4,93,103
22,22018,DEN,NOP,113.2,104.0,0.7703999999999999,0.4614,0.29400000000000004,1500.0,20.102793839849454,115.0,100.33333333333333,113.2,124.8,119.4,0.7373999999999999,0.484,0.3644,1500.0,22.25895000133916,131.0,112.0,124.8,116,111
23,22018,LAL,MIN,122.33333333333333,122.0,0.7063333333333334,0.49583333333333335,0.32299999999999995,1493.6756314749289,21.69800105031871,118.66666666666667,117.0,122.33333333333333,112.66666666666667,117.16666666666667,0.8243333333333333,0.43683333333333335,0.3633333333333333,1478.1349795177312,17.95038111115024,109.0,113.0,112.66666666666667,120,124
24,22018,BOS,DET,101.5,96.33333333333333,0.7411666666666666,0.4138333333333333,0.33783333333333326,1516.3802680898893,14.82514294903969,97.5,90.0,101.5,110.6,112.0,0.7474000000000001,0.43979999999999997,0.32920000000000005,1483.6197319101107,16.082681558246207,118.0,116.0,110.6,108,105
25,22018,ATL,CLE,107.5,113.66666666666667,0.7346666666666667,0.42333333333333334,0.35400000000000004,1471.580332711004,13.749569325391874,112.25,120.25,107.5,105.66666666666667,118.5,0.8271666666666665,0.44283333333333325,0.311,1488.3637848169462,15.146202806094074,101.33333333333333,118.0,105.66666666666667,114,136
26,22018,SAC,ORL,117.85714285714286,119.28571428571429,0.6347142857142858,0.4984285714285715,0.4021428571428572,1516.4617138194208,20.295594061652558,123.75,127.0,117.85714285714286,100.83333333333333,111.33333333333333,0.7469999999999999,0.41500000000000004,0.3241666666666667,1483.8724272067095,15.142783919513946,102.0,116.33333333333333,100.83333333333333,107,99
27,22018,HOU,POR,110.0,118.8,0.7202,0.43099999999999994,0.35680000000000006,1500.0,16.115556248945854,104.66666666666667,121.33333333333333,110.0,119.16666666666667,113.16666666666667,0.8815,0.4721666666666667,0.37633333333333335,1510.8257234876323,18.863093329922417,114.0,109.0,119.16666666666667,85,104
28,22018,CHA,MIA,114.14285714285714,109.0,0.8055714285714286,0.453,0.36442857142857144,1516.116113211562,18.6503700171151,123.5,109.5,114.14285714285714,111.5,108.33333333333333,0.7008333333333333,0.432,0.35100000000000003,1489.8626547056504,16.845593678070298,107.0,108.0,111.5,125,113
29,22018,TOR,PHI,115.71428571428571,108.57142857142857,0.7694285714285714,0.47914285714285715,0.3537142857142857,1497.636498020335,22.14306299568722,116.8,104.6,115.71428571428571,112.57142857142857,111.28571428571429,0.7999999999999999,0.43642857142857144,0.335,1521.0726491249745,19.811389024666802,109.0,120.33333333333333,112.57142857142857,129,112
30,22018,MEM,WAS,103.0,101.0,0.8009999999999999,0.43,0.3564,1500.0,13.20886403096412,124.0,106.5,103.0,114.66666666666667,125.0,0.797,0.4353333333333333,0.30183333333333334,1471.2871832450342,17.639908976995486,115.75,130.0,114.66666666666667,107,95
31,22018,LAC,OKC,116.5,107.33333333333333,0.8223333333333334,0.4768333333333334,0.3721666666666667,1522.3884482298947,18.22404453135633,121.0,114.5,116.5,104.8,111.6,0.6534,0.41259999999999997,0.251,1508.4127645930691,13.85361893769067,110.66666666666667,114.0,104.8,110,128
32,22018,GSW,NOP,124.25,110.75,0.839375,0.5225,0.4025,1544.6134304151137,26.606171231641877,125.0,108.33333333333333,124.25,122.5,118.83333333333333,0.7311666666666666,0.49066666666666664,0.38000000000000006,1492.9626244758779,25.802538881568367,121.0,114.0,122.5,131,121
33,22018,DAL,LAL,111.14285714285714,117.0,0.7514285714285714,0.4405714285714285,0.32528571428571423,1474.4853419819297,15.42759777221954,104.75,115.25,111.14285714285714,122.0,122.28571428571429,0.7007142857142857,0.4922857142857143,0.3288571428571428,1486.9853884453917,22.919613497411063,126.0,127.0,122.0,113,114
34,22018,DEN,CHI,113.66666666666667,105.16666666666667,0.7941666666666666,0.4598333333333333,0.2973333333333334,1507.0373755241221,18.081243744010603,110.5,109.5,113.66666666666667,110.28571428571429,119.85714285714286,0.7404285714285715,0.4705714285714286,0.3854285714285714,1474.5671781810731,15.981608783290579,117.33333333333333,125.66666666666667,110.28571428571429,108,107
35,22018,IND,NYK,109.0,102.85714285714286,0.6832857142857144,0.5052857142857142,0.4178571428571428,1500.8104916954214,16.07336445564504,106.75,105.5,109.0,106.71428571428571,110.71428571428571,0.779,0.4301428571428571,0.3492857142857143,1495.81162898663,16.948232366708936,110.5,108.5,106.71428571428571,107,101
36,22018,PHX,SAS,105.66666666666667,117.83333333333333,0.8098333333333333,0.4668333333333334,0.333,1491.5872354069309,15.914982866832059,117.0,115.5,105.66666666666667,113.66666666666667,116.83333333333333,0.8238333333333333,0.45216666666666666,0.3938333333333333,1512.717106972565,16.676130651620635,125.5,131.5,113.66666666666667,90,120
37,22018,DET,BKN,109.66666666666667,111.33333333333333,0.7648333333333334,0.43649999999999994,0.31883333333333336,1478.6840669121088,14.60661905664107,111.5,112.0,109.66666666666667,106.57142857142857,111.14285714285714,0.7285714285714285,0.46028571428571435,0.3812857142857143,1476.2386673696426,15.858436046783341,110.5,112.5,106.57142857142857,119,120
38,22018,UTA,MIN,112.5,106.16666666666667,0.8015,0.4676666666666667,0.367,1509.3880901002851,17.170203323217088,117.0,105.25,112.5,114.28571428571429,117.57142857142857,0.8304285714285714,0.43571428571428567,0.3804285714285714,1484.8252225472684,16.559789934811658,112.75,114.75,114.28571428571429,125,128
39,22018,PHI,LAC,112.5,113.5,0.7916249999999999,0.43412500000000004,0.33687500000000004,1505.1399089289353,17.65265751285146,115.25,104.5,112.5,115.57142857142857,110.28571428571429,0.8144285714285715,0.4762857142857143,0.36900000000000005,1506.366493130509,18.099872147201072,117.33333333333333,119.0,115.57142857142857,122,113
40,22018,BOS,MIL,102.42857142857143,97.57142857142857,0.7468571428571428,0.41757142857142854,0.33099999999999996,1521.3159330878912,13.00800319824929,101.0,95.0,102.42857142857143,120.0,104.14285714285714,0.7769999999999999,0.48114285714285715,0.3824285714285715,1550.0899247255156,20.720129393309776,119.0,103.5,120.0,117,113
41,22018,CLE,DEN,110.0,117.85714285714286,0.8185714285714285,0.45099999999999996,0.34085714285714286,1504.8079767257377,16.215040747482863,110.0,117.0,110.0,112.85714285714286,105.42857142857143,0.7679999999999999,0.45914285714285713,0.2932857142857143,1510.6098395946774,17.397753129588846,109.66666666666667,108.66666666666667,112.85714285714286,91,110
42,22018,NOP,POR,122.28571428571429,120.57142857142857,0.7378571428571428,0.4888571428571428,0.3747142857142857,1484.467614273274,18.005425947911558,121.0,119.66666666666667,122.28571428571429,117.0,109.14285714285714,0.8798571428571428,0.4725714285714286,0.3797142857142857,1526.009817691141,20.2185318877043,124.33333333333333,117.33333333333333,117.0,119,132
43,22018,SAC,ATL,116.5,116.75,0.637125,0.49712500000000004,0.39737500000000003,1524.4827585760968,18.53163161864551,120.4,121.4,116.5,108.42857142857143,116.85714285714286,0.7221428571428572,0.43957142857142856,0.3647142857142857,1455.1361408022126,14.55005099577111,98.0,100.5,108.42857142857143,146,115
44,22018,OKC,CHA,108.66666666666667,111.33333333333333,0.6643333333333333,0.429,0.2973333333333333,1524.4347196924548,16.600127386077236,96.0,108.0,108.66666666666667,115.5,109.5,0.8083750000000001,0.46425000000000005,0.376875,1526.653412184914,19.215985498478737,124.0,110.66666666666667,115.5,111,107
45,22018,MIN,GSW,116.0,118.5,0.8099999999999999,0.453875,0.392875,1490.9303940198702,17.702199571419285,116.33333333333333,121.33333333333333,116.0,125.0,111.88888888888889,0.8238888888888889,0.5231111111111111,0.41333333333333333,1553.1084406177176,23.369730305172567,126.5,111.5,125.0,99,116
46,22018,IND,CHI,108.75,102.625,0.6787500000000001,0.509875,0.40312499999999996,1508.401612383846,16.193999511909915,106.8,104.6,108.75,109.875,118.375,0.7381250000000001,0.46475,0.396125,1470.9947141105179,17.777917962399112,114.75,121.25,109.875,107,105
47,22018,PHX,TOR,103.42857142857143,118.14285714285714,0.8052857142857144,0.4557142857142858,0.3211428571428572,1471.3917183459307,16.857734475680914,108.0,117.0,103.42857142857143,117.375,109.0,0.7803749999999999,0.483125,0.360375,1513.5692382163743,23.896812944304717,113.0,118.5,117.375,98,107
48,22018,HOU,BKN,105.83333333333333,116.33333333333333,0.6943333333333334,0.413,0.3361666666666667,1484.8159057964913,15.359203014504699,118.0,115.0,105.83333333333333,108.25,112.125,0.7291249999999999,0.45600000000000007,0.373125,1480.3170049648386,14.819937127696896,113.66666666666667,114.66666666666667,108.25,119,111
49,22018,LAC,ORL,115.25,111.75,0.818625,0.47200000000000003,0.37175,1496.5887049339472,16.983284477772894,116.25,119.75,115.25,100.57142857142857,110.71428571428571,0.7441428571428571,0.4122857142857143,0.3144285714285715,1475.8513824500335,16.93592767535469,101.25,114.0,100.57142857142857,120,95
50,22018,UTA,MEM,114.28571428571429,109.28571428571429,0.7727142857142857,0.47014285714285714,0.3764285714285714,1503.2829186276833,16.4250898362864,103.5,108.0,114.28571428571429,103.66666666666667,100.0,0.7858333333333333,0.43933333333333335,0.37433333333333335,1510.4370159600226,17.043556775543436,89.0,97.33333333333333,103.66666666666667,100,110
51,22018,DAL,NYK,111.375,116.625,0.749625,0.44799999999999995,0.34062499999999996,1470.627368278719,15.512698763771605,119.66666666666667,119.33333333333333,111.375,106.0,110.25,0.791,0.430125,0.36562500000000003,1488.2205082982055,17.903356523136615,101.66666666666667,113.66666666666667,106.0,106,118
52,22018,OKC,WAS,109.0,110.71428571428571,0.6728571428571428,0.4287142857142857,0.2857142857142857,1530.8107917533714,17.278140278544146,101.0,107.66666666666667,109.0,111.85714285714286,122.42857142857143,0.8045714285714285,0.4348571428571428,0.3158571428571429,1460.8501672850116,15.673695753424894,112.5,115.0,111.85714285714286,134,111
